Orders for: a


Pending orders:
| Name                      |      Type      | Paid? |    Size    |  Price  |   Weight   | ID        |
| vhrguzmdfmpvtpbdohvlzmiov | Parcel         | No    | 125753.56  | $233.29 | 89.62 kg   | 814       |
| vhsikbrvvulnn             | Truck Delivery | No    | Special    | $263.08 | 277.57 kg  | 865       |
| vhzvizopvrwxetiukps       | Truck Delivery | No    | Special    | $50.00  | 77.65 kg   | 874       |
| vjldkj                    | Truck Delivery | No    | Special    | $50.00  | 80.93 kg   | 910       |
| vktiazlzynkmwbcrujpdzqs   | Parcel         | No    | 4970.73    | $36.72  | 26.45 kg   | 642       |
| vlbrfqhddnymuyueowdpeqla  | Envelope       | No    | 1218.61    | $11.76  | 62.11 kg   | 949       |
| vmljohzxxoolnvlayguok     | Parcel         | No    | 119665.45  | $212.29 | 77.19 kg   | 320       |
| vngdhsftczzzlhojlcektme   | Parcel         | No    | 454701.34  | $542.28 | 72.98 kg   | 720       |
| vnyrrpkegeqpvlhxee        | Envelope       | No    | 201.27     | $2.00   | 3.18 kg    | 336       |
| vodqisbzimryrkecdqzlyems  | Envelope       | No    | 1024.55    | $9.82   | 70.83 kg   | 745       |
| vojbrzmwzpo               | Truck Delivery | No    | Special    | $50.00  | 17.52 kg   | 30        |
| vpdudlfmu                 | Truck Delivery | No    | Special    | $317.72 | 323.10 kg  | 829       |
| vpifyidttggsdy            | Envelope       | No    | 625.47     | $5.83   | 20.85 kg   | 528       |
| vpsfhffobcvtqriwuwkrktp   | Envelope       | No    | 1237.84    | $11.95  | 66.77 kg   | 931       |
| vpuikxfvftc               | Parcel         | No    | 30809.83   | $77.40  | 38.83 kg   | 796       |
| vqgyuahubzrcscbwieui      | Envelope       | No    | 577.99     | $5.35   | 26.37 kg   | 928       |
| vqnqq                     | Parcel         | No    | 1997.91    | $34.88  | 27.41 kg   | 28        |
| vqvurdi                   | Parcel         | No    | 24384.96   | $104.68 | 66.91 kg   | 555       |
| vrspzotkdbidwwygow        | Parcel         | No    | 44437.66   | $149.77 | 87.77 kg   | 583       |
| vsmskscinmqjlgccfnfkgphxb | Truck Delivery | No    | Special    | $50.00  | 12.23 kg   | 713       |
| vszyycugwj                | Parcel         | No    | 423309.12  | $543.22 | 99.93 kg   | 939       |
| vtvhwycfznmaomafsyvyrqpiz | Envelope       | No    | 335.61     | $2.93   | 14.08 kg   | 353       |
| vueswqknzpyvysdkhsoic     | Truck Delivery | No    | Special    | $216.50 | 238.75 kg  | 428       |
| vvzizetanviuympti         | Truck Delivery | No    | Special    | $178.26 | 206.88 kg  | 987       |
| vwtygfphifubttnwnphdbyt   | Parcel         | No    | 18903.64   | $29.05  | 8.46 kg    | 373       |
| vyahorktkmgycouiertlpbj   | Truck Delivery | No    | Special    | $157.04 | 189.19 kg  | 413       |
| vykpwxlzionemyr           | Truck Delivery | No    | Special    | $50.00  | 10.67 kg   | 681       |
| vylkufcejdbnij            | Truck Delivery | No    | Special    | $298.76 | 307.29 kg  | 785       |
| vyyku                     | Envelope       | No    | 27.00      | $2.00   | 70.16 kg   | 823       |
| vzsahpszobrixw            | Truck Delivery | No    | Special    | $51.79  | 101.50 kg  | 383       |
| wbecgfvlxetwa             | Parcel         | No    | 9656.13    | $111.70 | 85.04 kg   | 813       |
| wbtjqujrmcd               | Parcel         | No    | 42874.08   | $107.74 | 54.06 kg   | 375       |
| wbzpgvun                  | Truck Delivery | No    | Special    | $50.00  | 12.09 kg   | 772       |
| wcwtllkorcopyi            | Envelope       | No    | 437.40     | $3.95   | 6.73 kg    | 991       |
| wdjdoknxftxzlm            | Parcel         | No    | 32144.65   | $58.96  | 22.35 kg   | 872       |
| wdpwmdzwpalz              | Parcel         | No    | 24001.39   | $91.92  | 56.59 kg   | 1013      |
| wgaczvjpdnaxbpzurp        | Parcel         | No    | 13364.69   | $71.42  | 48.38 kg   | 1011      |
| whpevcoqrgrqwzhibnorkh    | Parcel         | No    | 955.94     | $1.09   | 0.12 kg    | 298       |
| whqzjqrfbfdxdx            | Truck Delivery | No    | Special    | $207.51 | 231.25 kg  | 677       |
| whtzasnqeoyjbxkiqmaj      | Parcel         | No    | 1062.34    | $29.83  | 23.98 kg   | 497       |
| wiirestldulakyqq          | Truck Delivery | No    | Special    | $50.00  | 42.54 kg   | 843       |
| wjhiudghyxyoxbsceftdr     | Parcel         | No    | 559902.75  | $602.93 | 35.86 kg   | 342       |
| wjngjncp                  | Envelope       | No    | 133.33     | $2.00   | 60.84 kg   | 198       |
| wjriqaqsjrqjgo            | Envelope       | No    | 1056.08    | $10.14  | 29.87 kg   | 623       |
| wkbbwvnakwvv              | Envelope       | No    | 149.00     | $2.00   | 38.72 kg   | 425       |
| wkxgkfyln                 | Parcel         | No    | 22188.23   | $69.34  | 39.29 kg   | 276       |
| wlmvpdm                   | Truck Delivery | No    | Special    | $256.61 | 272.17 kg  | 1003      |
| wlohblnqcvovt             | Parcel         | No    | 24077.38   | $96.67  | 60.50 kg   | 818       |
| wlphlgdywdofnzxqlxvk      | Parcel         | No    | 169855.75  | $242.08 | 60.18 kg   | 440       |
| wlziv                     | Envelope       | No    | 647.01     | $6.05   | 45.68 kg   | 501       |
| wmohscfwygavzja           | Envelope       | No    | 98.59      | $2.00   | 21.29 kg   | 606       |
| wmozecrznjkfrvkrmrdwroa   | Truck Delivery | No    | Special    | $50.00  | 53.84 kg   | 313       |
| wnnbntrfmbnw              | Truck Delivery | No    | Special    | $268.73 | 282.27 kg  | 776       |
| wocjeumcjdqszrrrugimnjbj  | Parcel         | No    | 259153.93  | $271.38 | 10.19 kg   | 486       |
| wolxcv                    | Envelope       | No    | 54.70      | $2.00   | 49.84 kg   | 948       |
| wopfrevcfwmzzwncz         | Envelope       | No    | 201.13     | $2.00   | 33.38 kg   | 876       |
| wptkqcexrnnxskywndqizl    | Envelope       | No    | 305.38     | $2.63   | 51.58 kg   | 238       |
| wpyatmleyqsvkpamsvb       | Envelope       | No    | 548.56     | $5.06   | 87.05 kg   | 144       |
| wsbekbuzewnosza           | Truck Delivery | No    | Special    | $50.00  | 39.50 kg   | 795       |
| wsovhz                    | Truck Delivery | No    | Special    | $184.08 | 211.74 kg  | 237       |
| wswzslxvyilc              | Envelope       | No    | 131.31     | $2.00   | 39.34 kg   | 657       |
| wubgeidpm                 | Envelope       | No    | 223.94     | $2.00   | 53.40 kg   | 449       |
| wulgxhlmsbzrquajuaxpdp    | Envelope       | No    | 916.72     | $8.74   | 16.18 kg   | 532       |
| wweiq                     | Truck Delivery | No    | Special    | $244.07 | 261.73 kg  | 40        |
| wyeozluhmgabbsqrhcrtxmjvc | Truck Delivery | No    | Special    | $50.00  | 9.85 kg    | 170       |
| wyvijgfullkjduhs          | Envelope       | No    | 115.79     | $2.00   | 2.38 kg    | 62        |
| wyvwtgtoqnmicxapzarknnx   | Parcel         | No    | 26006.18   | $78.78  | 43.98 kg   | 106       |
| wzzvewxotakudkpe          | Parcel         | No    | 60125.55   | $136.42 | 63.58 kg   | 153       |
| xameykvix                 | Parcel         | No    | 23888.53   | $105.94 | 68.37 kg   | 470       |
| xapemvb                   | Envelope       | No    | 972.62     | $9.30   | 64.58 kg   | 109       |
| xbuxxwluelaukoa           | Envelope       | No    | 35.21      | $2.00   | 27.36 kg   | 1002      |
| xcaciicdprelazhpxaxuhtnlx | Envelope       | No    | 232.71     | $2.00   | 55.36 kg   | 863       |
| xdczschytbcrkliwcx        | Envelope       | No    | 458.50     | $4.16   | 13.10 kg   | 541       |
| xdvipoux                  | Envelope       | No    | 35.21      | $2.00   | 3.43 kg    | 533       |
| xdylcbkwhplufnpu          | Truck Delivery | No    | Special    | $203.92 | 228.27 kg  | 962       |
| xeuiozioi                 | Truck Delivery | No    | Special    | $316.11 | 321.76 kg  | 192       |
| xfbwp                     | Parcel         | No    | 48601.87   | $89.55  | 34.13 kg   | 734       |
| xfimfdz                   | Envelope       | No    | 190.87     | $2.00   | 73.38 kg   | 680       |
| xfkidxhoafyesyvizvozs     | Envelope       | No    | 156.31     | $2.00   | 9.44 kg    | 386       |
| xfwhilzboyforvespphluej   | Truck Delivery | No    | Special    | $58.66  | 107.22 kg  | 845       |
| xhallbbeempawcxuq         | Truck Delivery | No    | Special    | $50.00  | 42.75 kg   | 836       |
| xhbxvsva                  | Envelope       | No    | 89.81      | $2.00   | 94.61 kg   | 694       |
| xhrcbldvgylwgbusbm        | Parcel         | No    | 42506.18   | $111.93 | 57.86 kg   | 15        |
| xiepjsrdzjazujllchh       | Envelope       | No    | 70.77      | $2.00   | 30.30 kg   | 19        |
| xkbmfzvrtnovidznpgh       | Envelope       | No    | 1077.61    | $10.35  | 93.84 kg   | 114       |
| xkiyc                     | Envelope       | No    | 1079.56    | $10.37  | 75.43 kg   | 726       |
| xmibldfpccjymx            | Truck Delivery | No    | Special    | $280.43 | 292.02 kg  | 927       |
| xmsyamptlzanotlsl         | Truck Delivery | No    | Special    | $276.24 | 288.54 kg  | 148       |
| xnttihvniogbjm            | Truck Delivery | No    | Special    | $50.00  | 23.48 kg   | 690       |
| xnvjiupalyynmkmn          | Envelope       | No    | 848.29     | $8.06   | 44.15 kg   | 59        |
| xnydqvtyjs                | Truck Delivery | No    | Special    | $89.56  | 132.97 kg  | 512       |
| xockdraa                  | Parcel         | No    | 7521.04    | $13.56  | 5.04 kg    | 578       |
| xotdirxxg                 | Envelope       | No    | 991.22     | $9.49   | 16.83 kg   | 158       |
| xqgqoevjtframuqgb         | Parcel         | No    | 210.98     | $14.40  | 11.83 kg   | 422       |
| xqwwzdgdjgeqwapbhlpu      | Envelope       | No    | 238.94     | $2.00   | 82.55 kg   | 251       |
| xrhrvuwptsbzakok          | Truck Delivery | No    | Special    | $175.10 | 204.25 kg  | 665       |
| xrvbtfglow                | Truck Delivery | No    | Special    | $153.13 | 185.94 kg  | 423       |
| xsxrzletbqexkrqoiernapl   | Envelope       | No    | 95.09      | $2.00   | 52.24 kg   | 151       |
| xtfhvxxytgokrcxaetauqgnd  | Truck Delivery | No    | Special    | $164.80 | 195.66 kg  | 112       |
| xvafzpeiewazlnhjkkc       | Envelope       | No    | 609.66     | $5.67   | 91.41 kg   | 972       |
| xvdkocsaehfcilq           | Parcel         | No    | 141876.92  | $165.87 | 20.00 kg   | 409       |
| xvkczfkzzjqnaqpohygjs     | Truck Delivery | No    | Special    | $114.93 | 154.11 kg  | 349       |
| xwaipjwivmnvqjbzkqfjjhwe  | Truck Delivery | No    | Special    | $62.25  | 110.20 kg  | 672       |
| xweoxgnlxr                | Envelope       | No    | 480.75     | $4.38   | 14.04 kg   | 1014      |
| xwhgbibabvqopqfoviu       | Truck Delivery | No    | Special    | $242.21 | 260.17 kg  | 88        |
| xwhmsncbxcoksfzkvatxdkn   | Parcel         | No    | 293222.96  | $407.39 | 95.13 kg   | 8         |
| xwpwefaucltzwsxzimwdlhfe  | Envelope       | No    | 24.15      | $2.00   | 15.03 kg   | 659       |
| yanraahoawom              | Envelope       | No    | 12.25      | $2.00   | 23.85 kg   | 641       |
| yaqqiannyhqouizvea        | Truck Delivery | No    | Special    | $108.22 | 148.52 kg  | 217       |
| ybqvrqu                   | Envelope       | No    | 23.63      | $2.00   | 75.04 kg   | 545       |
| ycjpkpxfl                 | Envelope       | No    | 446.82     | $4.04   | 98.94 kg   | 554       |
| ydtlzdviacdsnminqpbcpe    | Truck Delivery | No    | Special    | $314.97 | 320.80 kg  | 884       |
| ydyzvahnkixjwzztdjpqsuowk | Truck Delivery | No    | Special    | $50.00  | 6.55 kg    | 203       |
| yfdcimgzjzmlonupvfovcurts | Parcel         | No    | 5593.18    | $62.36  | 47.31 kg   | 929       |
| yfoyeudxzdpmtf            | Truck Delivery | No    | Special    | $50.00  | 31.82 kg   | 903       |
| ygfvtqvzqatxlgibyzz       | Parcel         | No    | 181700.65  | $284.99 | 86.08 kg   | 272       |
| yglmvlyqxixipvwoqlnkaeq   | Parcel         | No    | 8498.29    | $39.81  | 26.10 kg   | 414       |
| ygydqdhltrsthidzyqazfno   | Parcel         | No    | 115178.34  | $122.47 | 6.08 kg    | 359       |
| yhqfjxqmzv                | Parcel         | No    | 26482.61   | $81.89  | 46.18 kg   | 749       |
| yhsglfipipycg             | Parcel         | No    | 3570.54    | $32.76  | 24.33 kg   | 981       |
| yhzqjzdht                 | Envelope       | No    | 346.18     | $3.04   | 92.98 kg   | 233       |
| yinxfiwfhtldytygqkxrwdvr  | Parcel         | No    | 69383.10   | $93.98  | 20.50 kg   | 523       |
| yisjhhvszhjpfs            | Truck Delivery | No    | Special    | $289.37 | 299.48 kg  | 781       |
| yiudsjvezkmesbjl          | Envelope       | No    | 739.37     | $6.97   | 97.22 kg   | 134       |
| yjgdfgnwfpdtlkhpekhj      | Envelope       | No    | 321.02     | $2.79   | 67.55 kg   | 392       |
| yjonfhswfpnvtf            | Truck Delivery | No    | Special    | $50.00  | 95.43 kg   | 900       |
| yjvctvfa                  | Truck Delivery | No    | Special    | $271.35 | 284.45 kg  | 466       |
| ykiqzahfavzzrfrzzemiyz    | Envelope       | No    | 182.48     | $2.00   | 37.06 kg   | 481       |
| ykqrxycrxuwjxnpqjnbkcp    | Envelope       | No    | 147.67     | $2.00   | 31.52 kg   | 108       |
| ykrxawzadjx               | Envelope       | No    | 453.69     | $4.11   | 8.33 kg    | 186       |
| ylgjndlbhajwgvohtwr       | Parcel         | No    | 11535.18   | $16.08  | 3.79 kg    | 723       |
| ylqkbyxvofglfmj           | Envelope       | No    | 209.90     | $2.00   | 87.88 kg   | 715       |
| ylraxglmtbiylbhcwhlsyoyh  | Parcel         | No    | 470145.53  | $502.16 | 26.68 kg   | 180       |
| ymgpg                     | Parcel         | No    | 35238.82   | $142.54 | 89.41 kg   | 810       |
| ymhlzcltjud               | Parcel         | No    | 136601.65  | $137.28 | 0.57 kg    | 448       |
| ynjdpekjvbojdjldez        | Truck Delivery | No    | Special    | $50.00  | 55.08 kg   | 968       |
| ynvlqrmhjcsz              | Truck Delivery | No    | Special    | $50.00  | 35.00 kg   | 608       |
| yosspxzapy                | Truck Delivery | No    | Special    | $143.23 | 177.69 kg  | 994       |
| ypckqchbdd                | Truck Delivery | No    | Special    | $50.00  | 57.16 kg   | 79        |
| yqmfevsdc                 | Parcel         | No    | 247250.10  | $286.32 | 32.56 kg   | 174       |
| yquxvejeciz               | Truck Delivery | No    | Special    | $254.42 | 270.35 kg  | 634       |
| ysggxdorkvmvq             | Parcel         | No    | 91293.81   | $205.13 | 94.87 kg   | 527       |
| ytgjpmmgvxjcnjgzuh        | Envelope       | No    | 12.88      | $2.00   | 1.46 kg    | 377       |
| ytkyxfo                   | Envelope       | No    | 370.88     | $3.28   | 88.00 kg   | 769       |
| ytlucentoi                | Envelope       | No    | 915.47     | $8.73   | 32.38 kg   | 280       |
| ytmpp                     | Parcel         | No    | 1934.59    | $21.44  | 16.26 kg   | 224       |
| ytnbsdb                   | Parcel         | No    | 105684.21  | $113.25 | 6.31 kg    | 731       |
| yvjafzzkqt                | Parcel         | No    | 3280.05    | $73.13  | 58.20 kg   | 321       |
| yvmtahgolomi              | Truck Delivery | No    | Special    | $81.51  | 126.26 kg  | 881       |
| ywttjzppkwlbmjahtputieb   | Truck Delivery | No    | Special    | $61.98  | 109.98 kg  | 189       |
| yxjklul                   | Envelope       | No    | 475.50     | $4.33   | 46.59 kg   | 834       |
| yxlijjhe                  | Parcel         | No    | 11810.20   | $99.99  | 73.48 kg   | 99        |
| yxualayyiucjvgv           | Envelope       | No    | 157.39     | $2.00   | 96.23 kg   | 837       |
| yxwqyyxcszpoklwjdrltbsc   | Truck Delivery | No    | Special    | $233.93 | 253.27 kg  | 164       |
| yyfwpjsfybglgzm           | Parcel         | No    | 72615.27   | $176.91 | 86.91 kg   | 121       |
| yzjeeuhmsrqcozijipfion    | Parcel         | No    | 319423.15  | $404.45 | 70.86 kg   | 21        |
| zaxwuyaqbrszrcyaww        | Envelope       | No    | 84.33      | $2.00   | 18.95 kg   | 826       |
| zbkjylqwjiamfkofjjjjrjuuu | Parcel         | No    | 3672.72    | $46.86  | 35.99 kg   | 655       |
| zbxbrqoa                  | Parcel         | No    | 89436.21   | $102.12 | 10.57 kg   | 799       |
| zcdvsfdv                  | Envelope       | No    | 146.22     | $2.00   | 5.87 kg    | 612       |
| zcsfo                     | Truck Delivery | No    | Special    | $103.06 | 144.22 kg  | 378       |
| zdubptsaveszsi            | Truck Delivery | No    | Special    | $306.45 | 313.70 kg  | 309       |
| zftiorttf                 | Truck Delivery | No    | Special    | $149.76 | 183.13 kg  | 904       |
| zfzwdbqrnehhbpqkqe        | Truck Delivery | No    | Special    | $117.67 | 156.39 kg  | 998       |
| zgbhhevookfpdeqkohkte     | Envelope       | No    | 474.22     | $4.32   | 95.73 kg   | 621       |
| zgfwawlyzg                | Parcel         | No    | 5932.49    | $112.09 | 88.47 kg   | 593       |
| zglnxhomksignqhqgxatpxwl  | Truck Delivery | No    | Special    | $50.00  | 96.90 kg   | 614       |
| zhxwhiuhvqtkjpqzyyhhtxmjf | Envelope       | No    | 804.24     | $7.62   | 39.16 kg   | 520       |
| zibhq                     | Parcel         | No    | 64825.96   | $180.75 | 96.61 kg   | 445       |
| zififrtwqqeojueqbnskwzee  | Parcel         | No    | 10431.28   | $88.03  | 64.66 kg   | 208       |
| zikfobucdhthxdjgkjelrlpax | Truck Delivery | No    | Special    | $281.45 | 292.88 kg  | 46        |
| zjmnzqtmrpndev            | Envelope       | No    | 1474.37    | $14.32  | 22.58 kg   | 142       |
| zkctkagxksmf              | Parcel         | No    | 7493.55    | $103.20 | 79.76 kg   | 210       |
| zkutappwgzpdpyz           | Parcel         | No    | 99501.50   | $203.93 | 87.02 kg   | 110       |
| zlodsrkeutgt              | Truck Delivery | No    | Special    | $289.54 | 299.61 kg  | 102       |
| zlrvoqldtdyjthyuiskvc     | Parcel         | No    | 147817.40  | $248.12 | 83.58 kg   | 771       |
| zlsrwxoc                  | Truck Delivery | No    | Special    | $139.56 | 174.63 kg  | 258       |
| zmjrcuivduhqtezgbaz       | Truck Delivery | No    | Special    | $276.06 | 288.39 kg  | 868       |
| znejpnulelofvja           | Envelope       | No    | 895.21     | $8.53   | 37.56 kg   | 943       |
| znfdiu                    | Truck Delivery | No    | Special    | $146.30 | 180.25 kg  | 402       |
| zotcjtnzxuglsdsmzcno      | Envelope       | No    | 163.41     | $2.00   | 49.70 kg   | 34        |
| zqfpviyrxgncv             | Envelope       | No    | 185.85     | $2.00   | 51.97 kg   | 873       |
| zqxvdkgqyygmjuxmvgrrpsmn  | Parcel         | No    | 55584.48   | $158.16 | 85.48 kg   | 691       |
| zrfusewjtboxvynfhkstcenau | Parcel         | No    | 106034.19  | $197.72 | 76.41 kg   | 75        |
| zrnavymmta                | Truck Delivery | No    | Special    | $89.13  | 132.61 kg  | 22        |
| zrosdqwsmtcjghecqudosr    | Envelope       | No    | 958.30     | $9.16   | 68.57 kg   | 107       |
| zsxtkaqueh                | Truck Delivery | No    | Special    | $50.00  | 44.77 kg   | 397       |
| zubgvqiaeg                | Parcel         | No    | 531168.25  | $582.00 | 42.36 kg   | 959       |
| zudunghuuelfxmgezqdngr    | Envelope       | No    | 175.14     | $2.00   | 1.53 kg    | 846       |
| zusprolqknjxfmzmhbzfpqi   | Envelope       | No    | 247.75     | $2.05   | 6.98 kg    | 660       |
| zvphjbjyovdlnbfrk         | Envelope       | No    | 493.39     | $4.51   | 3.69 kg    | 278       |
| zvsrmcifbvrasu            | Envelope       | No    | 572.02     | $5.30   | 25.26 kg   | 500       |
| zwhifhdnqubwbwtc          | Truck Delivery | No    | Special    | $270.97 | 284.14 kg  | 675       |
| zxcdptwok                 | Truck Delivery | No    | Special    | $56.14  | 105.12 kg  | 859       |
| zxndsiyfsexwbio           | Envelope       | No    | 25.19      | $2.00   | 22.94 kg   | 140       |
| zziisdaiqnydmdnplfhbef    | Envelope       | No    | 871.50     | $8.29   | 10.61 kg   | 990       |
| zzrkpomqarjsoe            | Truck Delivery | No    | Special    | $54.72  | 103.94 kg  | 920       |

Completed orders:
| Name                      |      Type      |    Size    |  Price  |   Weight   | ID        |
